,identifiers,country,gender,age,stratum,education,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8,PVMATH1,PVMATH2,PVMATH3,PVMATH4,PVMATH5
1048,TUR7920000TUR00091079200000004101049,TUR,2.0,16.17,9.0,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,550.3272,565.127,601.737,565.127,524.6222
1049,TUR7920000TUR00091079200000004101050,TUR,2.0,15.67,9.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,332.9257,342.2729,291.642,329.031,277.6211
1050,TUR7920000TUR00091079200000004101051,TUR,2.0,15.42,9.0,3,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,369.8473,349.595,358.1633,359.7211,401.7838
1051,TUR7920000TUR00091079200000004101052,TUR,2.0,16.25,9.0,3,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,463.0083,449.7663,426.3982,442.7559,381.9988
1052,TUR7920000TUR00091079200000004101053,TUR,2.0,16.25,9.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,520.5717,547.8346,549.3924,543.1609,551.7292
1053,TUR7920000TUR00091079200000004101054,TUR,2.0,15.67,9.0,3,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,422.4256,404.51,406.8469,438.7833,402.9522
1054,TUR7920000TUR00091079200000004101055,TUR,2.0,16.25,9.0,3,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,465.1893,487.7785,429.3582,435.5897,462.8525
1055,TUR7920000TUR00091079200000004101056,TUR,2.0,15.67,9.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,451.3242,504.2919,447.4295,480.9238,451.3242
1056,TUR7920000TUR00091079200000004101057,TUR,1.0,16.17,9.0,3,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,478.4312,467.5261,434.0318,444.9369,437.1475
1057,TUR7920000TUR00091079200000004101058,TUR,2.0,15.92,9.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,447.5074,383.6345,442.0548,396.8765,446.7285
1058,TUR7920000TUR00091079200000004101059,TUR,2.0,15.33,9.0,3,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,478.587,458.3346,487.1553,418.6088,477.0291
1059,TUR7920000TUR00091079200000004101060,TUR,2.0,15.83,9.0,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,230.7291,258.7708,236.1816,265.0023,278.2443
1060,TUR7920000TUR00091079200000004101061,TUR,2.0,15.75,9.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,539.4999,520.0265,545.7314,539.4999,532.4895
1061,TUR7920000TUR00091079200000004101062,TUR,2.0,16.25,9.0,3,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,517.3781,519.7149,476.8733,494.01,524.3885
1062,TUR7920000TUR00091079200000004101063,TUR,2.0,15.42,9.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,447.2737,466.7472,472.9787,487.7785,466.7472
1063,TUR7920000TUR00091079200000004101064,TUR,2.0,16.0,9.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,445.2485,456.9325,513.016,509.1214,491.9847
1064,TUR7920000TUR00091079200000004101065,TUR,2.0,16.25,9.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,422.6593,439.7959,404.7437,419.5435,433.5644
1065,TUR7920000TUR00091079200000004101066,TUR,2.0,15.42,9.0,3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,437.8486,427.7224,451.8695,465.8903,507.953
1066,TUR7920000TUR00091079200000004101067,TUR,2.0,16.17,9.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,319.6059,307.9218,322.7216,335.9635,297.0167
1067,TUR7920000TUR00091079200000004101068,TUR,2.0,16.17,9.0,3,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,304.4166,330.1215,281.0484,327.0058,306.7534
1068,TUR7920000TUR00231079200000004201069,TUR,2.0,15.42,23.0,3,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,353.8791,346.8687,403.7311,395.9417,389.7102
1069,TUR7920000TUR00231079200000004201070,TUR,2.0,16.0,23.0,3,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,482.3259,486.2206,459.7367,409.8847,444.9369
1070,TUR7920000TUR00231079200000004201071,TUR,2.0,15.58,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,441.8212,409.8847,389.6323,381.064,372.4957
1071,TUR7920000TUR00231079200000004201072,TUR,2.0,16.08,23.0,3,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,442.1327,448.3642,485.7532,428.1119,445.2485
1072,TUR7920000TUR00231079200000004201073,TUR,2.0,15.67,23.0,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,455.5305,459.4251,433.7202,443.0675,449.299
1073,TUR7920000TUR00231079200000004201074,TUR,2.0,15.92,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,295.8483,297.4061,316.1006,328.5636,290.3957
1074,TUR7920000TUR00231079200000004201075,TUR,2.0,16.25,23.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,451.3242,480.9238,512.0813,460.6714,467.6819
1075,TUR7920000TUR00231079200000004201076,TUR,2.0,15.83,23.0,3,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,411.4426,439.4843,441.0422,412.2215,417.6741
1076,TUR7920000TUR00231079200000004201077,TUR,2.0,15.42,23.0,3,1.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,300.9893,248.0215,248.8004,338.3783,268.2739
1077,TUR7920000TUR00231079200000004201078,TUR,2.0,16.17,23.0,3,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,541.8367,539.4999,527.8159,556.6365,516.1318
1078,TUR7920000TUR00231079200000004201079,TUR,2.0,15.5,23.0,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,339.0793,379.584,358.5527,377.2472,337.5214
1079,TUR7920000TUR00231079200000004201080,TUR,2.0,15.75,23.0,3,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,238.5185,321.8648,311.7386,270.4549,307.065
1080,TUR7920000TUR00231079200000004201081,TUR,2.0,15.58,23.0,3,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,412.2994,402.1732,412.2994,372.5736,362.4474
1081,TUR7920000TUR00231079200000004201082,TUR,2.0,15.92,23.0,3,1.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,404.4322,407.5479,420.0109,436.3686,443.379
1082,TUR7920000TUR00231079200000004201083,TUR,2.0,15.5,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,470.7197,455.9199,438.0044,478.5091,481.6249
1083,TUR7920000TUR00231079200000004201084,TUR,2.0,16.17,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,353.1002,300.9114,385.0366,281.4379,342.974
1084,TUR7920000TUR00231079200000004201085,TUR,2.0,15.58,23.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,370.8599,351.3865,375.5336,398.9017,323.3448
1085,TUR7920000TUR00231079200000004201086,TUR,2.0,16.25,23.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,461.4504,424.8403,459.8925,434.9665,445.0927
1086,TUR7920000TUR00231079200000004201087,TUR,2.0,15.58,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,516.6771,466.8251,493.3089,461.3725,521.3507
1087,TUR7920000TUR00231079200000004201088,TUR,2.0,15.42,23.0,3,1.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,393.6049,455.141,374.1315,399.0575,345.3108
1088,TUR7920000TUR00231079200000004201089,TUR,2.0,16.17,23.0,3,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,457.0883,494.4773,467.2145,451.6358,475.7828
1089,TUR7920000TUR00231079200000004201090,TUR,2.0,15.42,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,456.3873,458.7241,482.0922,492.2184,443.9243
1090,TUR7920000TUR00231079200000004201091,TUR,2.0,16.08,23.0,3,4.0,2.0,9.0,1.0,2.0,3.0,4.0,3.0,397.4217,372.4957,387.2955,339.0014,353.0223
1091,TUR7920000TUR00231079200000004201092,TUR,2.0,15.58,23.0,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,314.1533,287.6694,302.4692,321.1637,262.7434
1092,TUR7920000TUR00231079200000004201093,TUR,2.0,15.75,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,304.1829,374.2873,332.2246,300.2882,347.0245
1093,TUR7920000TUR00231079200000004201094,TUR,2.0,15.58,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,366.9653,374.7546,418.3751,406.6911,400.4596
1094,TUR7920000TUR00231079200000004201095,TUR,2.0,15.33,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,425.775,356.4496,387.6071,373.5862,411.7542
1095,TUR7920000TUR00231079200000004201096,TUR,2.0,15.83,23.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,450.5453,444.3138,423.2824,442.7559,441.198
1096,TUR7920000TUR00231079200000004201097,TUR,2.0,15.33,23.0,3,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,355.5149,393.6828,409.2616,438.0823,386.6724
1097,TUR7920000TUR00231079200000004201098,TUR,2.0,16.25,23.0,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,421.0235,407.7816,394.5396,393.7607,451.4021
1098,TUR7920000TUR00371079200000004301099,TUR,2.0,15.92,37.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,403.3416,401.7838,425.9308,408.0153,369.8473
1099,TUR7920000TUR00371079200000004301100,TUR,2.0,16.08,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,374.1315,314.9322,336.7425,359.3317,366.3421
1100,TUR7920000TUR00371079200000004301101,TUR,2.0,15.58,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,349.9065,346.7908,294.602,324.9805,339.7803
1101,TUR7920000TUR00371079200000004301102,TUR,2.0,16.25,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,520.0265,514.5739,511.4582,499.7741,495.8794
1102,TUR7920000TUR00371079200000004301103,TUR,2.0,15.33,37.0,2,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,305.9745,338.6898,319.2164,317.6585,329.3426
1103,TUR7920000TUR00371079200000004301104,TUR,2.0,15.33,37.0,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,309.4018,285.2547,282.139,331.212,310.1807
1104,TUR7920000TUR00371079200000004301105,TUR,1.0,15.67,37.0,2,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,269.1307,281.5937,288.6041,244.9836,231.7417
1105,TUR7920000TUR00371079200000004301106,TUR,2.0,15.83,37.0,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,455.141,385.8155,428.6571,441.899,450.4674
1106,TUR7920000TUR00371079200000004301107,TUR,2.0,16.0,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,305.5071,300.0545,265.0023,296.9388,308.6228
1107,TUR7920000TUR00371079200000004301108,TUR,1.0,16.0,37.0,2,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,415.4152,399.8364,398.2785,378.8051,352.3212
1108,TUR7920000TUR00371079200000004301109,TUR,2.0,15.42,37.0,2,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,380.8303,376.9357,398.7459,438.4717,373.8199
1109,TUR7920000TUR00371079200000004301110,TUR,2.0,15.5,37.0,2,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,431.0718,410.8194,447.4295,428.735,445.8716
1110,TUR7920000TUR00371079200000004301111,TUR,2.0,15.83,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,387.3734,406.0679,371.7947,381.9209,351.5423
1111,TUR7920000TUR00371079200000004301112,TUR,2.0,15.67,37.0,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,485.5974,438.8612,436.5244,472.3555,456.7768
1112,TUR7920000TUR00371079200000004301113,TUR,1.0,15.67,37.0,2,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,365.4853,303.1703,324.2016,321.8648,328.0963
1113,TUR7920000TUR00371079200000004301114,TUR,2.0,15.67,37.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,286.1115,350.7634,329.732,331.2899,314.1533
1114,TUR7920000TUR00371079200000004301115,TUR,2.0,15.83,37.0,2,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,468.305,430.916,422.3477,469.8629,414.5583
1115,TUR7920000TUR00371079200000004301116,TUR,2.0,15.67,37.0,2,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,299.9766,310.8818,304.6503,380.2072,341.2603
1116,TUR7920000TUR00371079200000004301117,TUR,2.0,15.58,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,306.3639,310.2586,286.1115,350.7634,262.7434
1117,TUR7920000TUR00371079200000004301118,TUR,1.0,15.42,37.0,2,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,388.9313,399.8364,408.4047,393.6049,353.1002
1118,TUR7920000TUR00371079200000004301119,TUR,2.0,15.92,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,401.8617,390.9565,371.4831,380.8303,380.8303
1119,TUR7920000TUR00371079200000004301120,TUR,1.0,15.67,37.0,2,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,409.4174,397.7333,451.48,422.6593,413.312
1120,TUR7920000TUR00371079200000004301121,TUR,1.0,16.0,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,356.0601,267.2613,292.1873,324.9026,305.4292
1121,TUR7920000TUR00371079200000004301122,TUR,2.0,15.83,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,342.2729,335.2625,338.3783,342.2729,356.2938
1122,TUR7920000TUR00371079200000004301123,TUR,1.0,15.67,37.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,336.8983,339.2351,332.2246,347.0245,358.7085
1123,TUR7920000TUR00371079200000004301124,TUR,1.0,16.0,37.0,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,378.6493,368.5231,370.8599,392.6702,357.618
1124,TUR7920000TUR00371079200000004301125,TUR,2.0,15.42,37.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,323.4227,374.8325,314.0754,307.8439,362.3695
1125,TUR7920000TUR00201079200000004401126,TUR,2.0,15.83,20.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,387.5292,420.2446,401.5501,381.2977,417.1288
1126,TUR7920000TUR00201079200000004401127,TUR,2.0,15.75,20.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,422.5035,361.7464,365.6411,430.2929,473.9134
1127,TUR7920000TUR00201079200000004401128,TUR,2.0,16.0,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,452.1031,526.8811,455.2189,463.0083,474.6923
1128,TUR7920000TUR00201079200000004401129,TUR,2.0,15.92,20.0,3,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,368.601,382.6219,383.4008,346.7908,367.0432
1129,TUR7920000TUR00201079200000004401130,TUR,1.0,15.42,20.0,3,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,374.1315,393.6049,386.5945,424.7624,384.2577
1130,TUR7920000TUR00201079200000004401131,TUR,2.0,16.25,20.0,3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,421.1014,468.6166,413.312,373.5862,421.8804
1131,TUR7920000TUR00201079200000004401132,TUR,1.0,15.33,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,404.4322,379.5062,335.1067,363.9274,374.8325
1132,TUR7920000TUR00201079200000004401133,TUR,2.0,15.42,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,434.8886,378.8051,402.9522,359.3317,363.2264
1133,TUR7920000TUR00201079200000004401134,TUR,2.0,15.5,20.0,3,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,370.6263,405.6785,399.447,393.9944,358.9422
1134,TUR7920000TUR00201079200000004401135,TUR,2.0,15.83,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,412.7668,411.2089,456.3873,391.7355,433.7981
1135,TUR7920000TUR00201079200000004401136,TUR,1.0,16.08,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,472.5113,473.2902,441.3538,501.332,468.6166
1136,TUR7920000TUR00201079200000004401137,TUR,1.0,15.75,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,373.1968,402.0174,327.2394,408.2489,414.4804
1137,TUR7920000TUR00201079200000004401138,TUR,2.0,15.67,20.0,3,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,380.2851,406.769,303.1703,387.2955,420.0109
1138,TUR7920000TUR00201079200000004401139,TUR,2.0,15.75,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,322.7216,321.9427,346.0897,313.3744,319.6059
1139,TUR7920000TUR00201079200000004401140,TUR,1.0,16.25,20.0,3,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,328.0963,298.4967,375.6115,307.065,379.5062
1140,TUR7920000TUR00201079200000004401141,TUR,1.0,15.5,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,322.8774,331.4457,381.2977,368.8347,397.6554
1141,TUR7920000TUR00201079200000004401142,TUR,2.0,15.58,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,367.121,364.7842,405.289,363.2264,399.8364
1142,TUR7920000TUR00201079200000004401143,TUR,1.0,16.0,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,295.3809,327.3173,331.991,331.212,334.3278
1143,TUR7920000TUR00201079200000004401144,TUR,1.0,16.08,20.0,3,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,406.8469,367.121,371.0157,393.6049,423.9835
1144,TUR7920000TUR00201079200000004401145,TUR,2.0,16.08,20.0,3,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,413.8573,423.2045,475.3934,458.2567,487.8564
1145,TUR7920000TUR00201079200000004401146,TUR,1.0,15.83,20.0,3,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,337.5214,361.6685,366.3421,366.3421,364.7842
1146,TUR7920000TUR00201079200000004401147,TUR,2.0,16.17,20.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,487.4669,475.0039,496.8141,506.9403,459.4251
1147,TUR7920000TUR00201079200000004401148,TUR,1.0,16.0,20.0,3,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,396.3312,382.3103,379.9735,367.5105,398.668
1148,TUR7920000TUR00201079200000004401149,TUR,2.0,15.92,20.0,3,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,464.3325,448.7537,461.2167,483.8059,488.4795
1149,TUR7920000TUR00201079200000004401150,TUR,1.0,15.75,20.0,3,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,357.8517,350.8413,380.4409,424.8403,326.6942
1150,TUR7920000TUR00201079200000004401151,TUR,2.0,16.08,20.0,3,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,395.0849,401.3164,353.0223,349.9065,363.9274
1151,TUR7920000TUR00201079200000004401152,TUR,2.0,15.58,20.0,3,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,425.775,400.0701,367.3547,424.2172,421.8804
1152,TUR7920000TUR00201079200000004401153,TUR,1.0,15.67,20.0,3,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,304.7282,300.0545,352.2433,292.2652,332.7699
1153,TUR7920000TUR00201079200000004401154,TUR,1.0,15.58,20.0,3,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,314.6207,385.504,376.1567,404.9774,372.262
1154,TUR7920000TUR00201079200000004401155,TUR,2.0,16.17,20.0,3,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,371.0157,409.9626,414.6362,399.8364,381.9209
1155,TUR7920000TUR00201079200000004401156,TUR,2.0,15.42,20.0,3,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,424.0614,335.2625,369.5358,372.6515,365.6411
1156,TUR7920000TUR00201079200000004401157,TUR,1.0,15.5,20.0,3,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,346.9466,315.7891,321.2416,370.3147,327.4731
1157,TUR7920000TUR00221079200000004501158,TUR,1.0,15.67,22.0,2,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,518.936,515.8202,522.0517,537.6305,538.4094
1158,TUR7920000TUR00221079200000004501159,TUR,1.0,15.58,22.0,2,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,552.4303,596.0508,578.1352,584.3667,631.103
1159,TUR7920000TUR00221079200000004501160,TUR,1.0,15.42,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,497.9047,541.5252,558.6618,525.9464,479.2102
1160,TUR7920000TUR00221079200000004501161,TUR,2.0,16.25,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,621.6778,661.4036,613.1095,654.3932,652.0564
1161,TUR7920000TUR00221079200000004501162,TUR,1.0,15.75,22.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,612.4864,598.4655,645.2017,649.8754,694.2748
1162,TUR7920000TUR00221079200000004501163,TUR,1.0,15.75,22.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,568.1648,524.5443,574.3963,540.1231,554.9229
1163,TUR7920000TUR00221079200000004501164,TUR,1.0,16.08,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,506.9403,541.9925,527.9716,536.54,562.2449
1164,TUR7920000TUR00221079200000004501165,TUR,1.0,15.42,22.0,2,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,596.9855,591.5329,546.3546,621.1326,584.5225
1165,TUR7920000TUR00221079200000004501166,TUR,1.0,15.83,22.0,2,2.0,3.0,2.0,2.0,2.0,9.0,1.0,3.0,483.9617,557.1818,493.3089,482.4038,494.8668
1166,TUR7920000TUR00221079200000004501167,TUR,1.0,15.92,22.0,2,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,603.217,596.2066,526.8811,542.4599,542.4599
1167,TUR7920000TUR00221079200000004501168,TUR,2.0,15.92,22.0,2,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,616.6147,604.1517,652.4459,590.9098,596.3624
1168,TUR7920000TUR00221079200000004501169,TUR,2.0,15.83,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,615.6021,621.8336,566.5291,571.2027,566.5291
1169,TUR7920000TUR00221079200000004501170,TUR,1.0,16.08,22.0,2,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,586.4699,586.4699,591.9224,580.2384,598.1539
1170,TUR7920000TUR00221079200000004501171,TUR,2.0,15.58,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,509.0435,534.7484,577.59,520.7275,520.7275
1171,TUR7920000TUR00221079200000004501172,TUR,1.0,15.67,22.0,2,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,599.9455,549.3145,582.0299,592.1561,584.3667
1172,TUR7920000TUR00221079200000004501173,TUR,2.0,16.17,22.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,587.1709,626.1178,573.929,619.8863,653.3806
1173,TUR7920000TUR00221079200000004501174,TUR,2.0,16.25,22.0,2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,616.3811,622.6126,609.3706,608.5917,642.086
1174,TUR7920000TUR00221079200000004501175,TUR,1.0,15.83,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,533.1126,491.8289,508.1866,470.7976,494.1658
1175,TUR7920000TUR00221079200000004501176,TUR,2.0,15.58,22.0,2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,589.8972,582.1078,566.5291,543.9399,578.9921
1176,TUR7920000TUR00221079200000004501177,TUR,1.0,15.58,22.0,2,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,597.8423,564.348,565.9059,593.1687,629.7788
1177,TUR7920000TUR00221079200000004501178,TUR,2.0,15.92,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,697.3127,684.8497,668.492,694.1969,680.176
1178,TUR7920000TUR00221079200000004501179,TUR,2.0,15.5,22.0,2,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,564.5817,532.6453,554.4555,572.3711,545.8872
1179,TUR7920000TUR00221079200000004501180,TUR,1.0,16.17,22.0,2,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,656.029,661.4815,670.8288,675.5024,666.1552
1180,TUR7920000TUR00221079200000004501181,TUR,2.0,15.92,22.0,2,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,610.8506,609.2927,583.5878,643.566,649.7975
1181,TUR7920000TUR00221079200000004501182,TUR,1.0,15.67,22.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,543.6283,570.1122,543.6283,573.2279,495.3342
1182,TUR7920000TUR00221079200000004501183,TUR,2.0,15.75,22.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,575.8763,575.0974,628.8441,584.4446,598.4655
1183,TUR7920000TUR00221079200000004501184,TUR,2.0,16.17,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,623.4694,621.1326,599.3223,554.9229,643.7218
1184,TUR7920000TUR00221079200000004501185,TUR,2.0,15.58,22.0,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,601.4255,612.3306,624.0146,603.7623,649.7196
1185,TUR7920000TUR00221079200000004501186,TUR,1.0,16.25,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,619.4189,602.2823,619.4189,621.7557,607.7348
1186,TUR7920000TUR00221079200000004501187,TUR,2.0,15.75,22.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,668.492,678.6182,698.0916,687.1865,668.492
1187,TUR7920000TUR00221079200000004501188,TUR,1.0,16.25,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,549.3924,571.2027,545.4977,585.2236,589.1182
1188,TUR7920000TUR00221079200000004501189,TUR,2.0,16.25,22.0,2,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,561.0765,571.9816,611.7074,588.3393,537.7084
1189,TUR7920000TUR00221079200000004501190,TUR,2.0,15.83,22.0,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,594.0255,607.2675,630.6356,590.9098,578.4468
1190,TUR7920000TUR00221079200000004501191,TUR,2.0,15.58,22.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,642.3197,611.1622,657.1195,657.1195,631.4146
1191,TUR7920000TUR00251079200000004601192,TUR,2.0,15.67,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,533.0347,532.2558,529.1401,545.4977,540.0452
1192,TUR7920000TUR00251079200000004601193,TUR,1.0,15.33,25.0,2,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,485.6753,450.6232,433.4865,441.2759,454.5178
