,identifiers,country,gender,age,stratum,education,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8,PVMATH1,PVMATH2,PVMATH3,PVMATH4,PVMATH5
1193,TUR7920000TUR00251079200000004601194,TUR,2.0,16.08,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,518.8581,483.027,547.6788,518.0791,515.7423
1194,TUR7920000TUR00251079200000004601195,TUR,2.0,15.83,25.0,2,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,450.701,479.5217,528.5948,476.406,462.3851
1195,TUR7920000TUR00251079200000004601196,TUR,1.0,16.17,25.0,2,1.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,403.1859,423.4382,467.8377,436.6802,385.2703
1196,TUR7920000TUR00251079200000004601197,TUR,2.0,16.08,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,484.7406,475.3934,504.2141,474.6144,460.5936
1197,TUR7920000TUR00251079200000004601198,TUR,1.0,15.83,25.0,2,4.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,399.0575,437.2254,426.3203,382.6998,364.0053
1198,TUR7920000TUR00251079200000004601199,TUR,1.0,16.08,25.0,2,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,375.7673,356.2938,384.3356,356.2938,330.5889
1199,TUR7920000TUR00251079200000004601200,TUR,2.0,15.58,25.0,2,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,324.7468,379.2725,402.6406,379.2725,468.0714
1200,TUR7920000TUR00251079200000004601201,TUR,1.0,16.0,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,406.9248,434.9665,372.6515,405.3669,394.4618
1201,TUR7920000TUR00251079200000004601202,TUR,2.0,16.17,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,449.6884,435.6675,429.436,466.8251,437.2254
1202,TUR7920000TUR00251079200000004601203,TUR,1.0,16.25,25.0,2,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,335.8857,392.7481,363.9274,372.4957,379.5062
1203,TUR7920000TUR00251079200000004601204,TUR,1.0,15.67,25.0,2,2.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,326.6163,318.8269,255.733,314.1533,285.3326
1204,TUR7920000TUR00251079200000004601205,TUR,2.0,16.08,25.0,2,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,425.6193,370.3147,379.6619,438.0823,463.0083
1205,TUR7920000TUR00251079200000004601206,TUR,2.0,15.75,25.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,434.8886,389.7102,378.0262,385.0366,432.5518
1206,TUR7920000TUR00251079200000004601207,TUR,2.0,15.5,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,472.3555,458.3346,503.513,445.8716,417.0509
1207,TUR7920000TUR00251079200000004601208,TUR,1.0,15.92,25.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,318.9048,262.8213,417.0509,314.2312,349.2834
1208,TUR7920000TUR00251079200000004601209,TUR,2.0,16.0,25.0,2,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,295.3809,300.8335,367.0432,356.138,300.8335
1209,TUR7920000TUR00251079200000004601210,TUR,2.0,16.17,25.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,323.5784,281.5158,319.6838,293.1999,261.2634
1210,TUR7920000TUR00251079200000004601211,TUR,2.0,16.25,25.0,2,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,430.916,479.9891,469.8629,468.305,444.158
1211,TUR7920000TUR00251079200000004601212,TUR,1.0,15.5,25.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,492.53,493.3089,536.9294,510.4456,487.8564
1212,TUR7920000TUR00251079200000004601213,TUR,2.0,16.17,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,416.1162,398.9796,413.0005,353.0223,417.6741
1213,TUR7920000TUR00251079200000004601214,TUR,1.0,15.5,25.0,2,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,399.8364,411.5205,372.5736,369.4579,364.7842
1214,TUR7920000TUR00251079200000004601215,TUR,1.0,15.58,25.0,2,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,380.2851,374.8325,371.7168,320.3069,336.6646
1215,TUR7920000TUR00251079200000004601216,TUR,2.0,16.0,25.0,2,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,465.1114,395.007,449.5326,403.5753,425.3856
1216,TUR7920000TUR00251079200000004601217,TUR,1.0,15.58,25.0,2,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,394.7733,332.4583,359.7211,330.9005,321.5532
1217,TUR7920000TUR00251079200000004601218,TUR,1.0,15.58,25.0,2,1.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,371.7947,373.3525,428.6571,408.4047,401.3943
1218,TUR7920000TUR00251079200000004601219,TUR,2.0,15.83,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,447.04,380.8303,393.2933,421.3351,422.114
1219,TUR7920000TUR00251079200000004601220,TUR,1.0,16.0,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,368.8347,368.8347,414.792,401.5501,386.7503
1220,TUR7920000TUR00251079200000004601221,TUR,2.0,16.17,25.0,2,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,334.3278,360.0327,399.7585,385.7377,387.2955
1221,TUR7920000TUR00251079200000004601222,TUR,1.0,15.58,25.0,2,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,286.8126,296.1598,275.9075,270.4549,290.7073
1222,TUR7920000TUR00251079200000004601223,TUR,1.0,15.83,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,430.6045,405.6785,374.521,404.8995,372.9631
1223,TUR7920000TUR00251079200000004601224,TUR,2.0,15.67,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,377.4809,386.8282,410.9752,452.2589,411.7542
1224,TUR7920000TUR00251079200000004601225,TUR,1.0,15.58,25.0,2,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,405.6785,418.1415,390.8786,404.8995,415.8046
1225,TUR7920000TUR00251079200000004601226,TUR,1.0,15.75,25.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,418.453,454.2842,434.8107,458.9578,465.1893
1226,TUR7920000TUR00111079200000004701227,TUR,2.0,15.33,11.0,2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,524.5443,470.7976,484.0396,529.9969,537.7863
1227,TUR7920000TUR00111079200000004701228,TUR,1.0,15.92,11.0,2,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,463.6314,453.5052,449.6105,465.1893,526.7253
1228,TUR7920000TUR00111079200000004701229,TUR,1.0,16.25,11.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,581.5625,575.331,597.9202,525.479,581.5625
1229,TUR7920000TUR00111079200000004701230,TUR,1.0,15.67,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,478.587,479.3659,389.0092,440.4191,446.6506
1230,TUR7920000TUR00111079200000004701231,TUR,2.0,15.75,11.0,2,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,436.9138,404.9774,461.0609,433.7981,425.2298
1231,TUR7920000TUR00111079200000004701232,TUR,1.0,15.42,11.0,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,431.7729,399.8364,430.215,416.1941,415.4152
1232,TUR7920000TUR00111079200000004701233,TUR,2.0,15.58,11.0,2,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,470.0966,532.4116,517.6118,559.6744,537.0852
1233,TUR7920000TUR00111079200000004701234,TUR,2.0,16.17,11.0,2,1.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,431.0718,519.0918,523.7654,478.587,501.9551
1234,TUR7920000TUR00111079200000004701235,TUR,1.0,16.08,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,469.084,479.9891,510.3677,499.4625,475.3155
1235,TUR7920000TUR00111079200000004701236,TUR,1.0,16.25,11.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,484.1954,453.0379,502.8899,488.869,542.6157
1236,TUR7920000TUR00111079200000004701237,TUR,1.0,15.67,11.0,2,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,474.5365,451.9473,475.3155,465.9682,510.3677
1237,TUR7920000TUR00111079200000004701238,TUR,2.0,15.92,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,510.4456,540.8241,487.8564,512.0034,453.5831
1238,TUR7920000TUR00111079200000004701239,TUR,1.0,16.08,11.0,2,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,490.1932,490.9721,501.8772,494.0879,436.4465
1239,TUR7920000TUR00111079200000004701240,TUR,1.0,15.33,11.0,2,1.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,506.1614,510.0561,492.9195,491.3616,517.0665
1240,TUR7920000TUR00111079200000004701241,TUR,1.0,15.5,11.0,2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,469.9408,476.9512,484.7406,483.1827,473.8355
1241,TUR7920000TUR00111079200000004701242,TUR,2.0,16.25,11.0,2,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,524.3885,494.7889,486.9995,521.2728,511.9255
1242,TUR7920000TUR00111079200000004701243,TUR,1.0,15.92,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,500.4752,498.1383,527.738,534.7484,498.1383
1243,TUR7920000TUR00111079200000004701244,TUR,1.0,15.5,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,474.3029,437.6928,458.7241,424.4508,437.6928
1244,TUR7920000TUR00111079200000004701245,TUR,1.0,16.08,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,496.4247,449.6884,484.7406,458.2567,453.5831
1245,TUR7920000TUR00111079200000004701246,TUR,2.0,16.25,11.0,2,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,592.234,588.3393,555.6239,536.9294,627.2862
1246,TUR7920000TUR00111079200000004701247,TUR,2.0,16.17,11.0,2,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,535.2158,596.7518,507.174,529.7632,559.3628
1247,TUR7920000TUR00111079200000004701248,TUR,1.0,16.08,11.0,2,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,409.1058,366.2642,446.4948,367.0432,372.4957
1248,TUR7920000TUR00111079200000004701249,TUR,1.0,15.33,11.0,2,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,608.5917,574.3184,582.8867,621.0547,569.6448
1249,TUR7920000TUR00111079200000004701250,TUR,1.0,16.25,11.0,2,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,476.9512,451.2463,457.4778,515.8981,471.4987
1250,TUR7920000TUR00111079200000004701251,TUR,2.0,15.58,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,456.7768,522.9864,537.0073,587.6383,494.9447
1251,TUR7920000TUR00111079200000004701252,TUR,1.0,16.08,11.0,2,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,471.5766,485.5974,488.7132,477.0291,531.5548
1252,TUR7920000TUR00111079200000004701253,TUR,1.0,15.92,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,507.7193,513.1718,535.761,484.3511,492.1405
1253,TUR7920000TUR00111079200000004701254,TUR,2.0,16.08,11.0,2,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,500.7867,470.4082,492.9974,513.2497,494.5552
1254,TUR7920000TUR00111079200000004701255,TUR,1.0,15.83,11.0,2,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,531.399,553.2092,574.2405,532.9568,525.9464
1255,TUR7920000TUR00111079200000004701256,TUR,2.0,15.75,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,549.2366,546.8998,604.5412,553.1313,539.8894
1256,TUR7920000TUR00111079200000004701257,TUR,2.0,16.17,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,474.0692,486.5322,522.3633,506.0056,481.0796
1257,TUR7920000TUR00111079200000004701258,TUR,2.0,15.67,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,448.8316,442.6001,413.7794,511.1466,513.4834
1258,TUR7920000TUR00111079200000004701259,TUR,2.0,15.42,11.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,551.6513,568.009,554.7671,540.7462,551.6513
1259,TUR7920000TUR00191079200000004801260,TUR,1.0,15.58,19.0,2,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,426.0087,484.429,468.8503,425.2298,499.2289
1260,TUR7920000TUR00191079200000004801261,TUR,1.0,15.42,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,328.8752,353.0223,422.3477,339.7803,333.5488
1261,TUR7920000TUR00191079200000004801262,TUR,2.0,15.58,19.0,2,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,407.6258,371.0157,419.3099,434.1097,416.973
1262,TUR7920000TUR00191079200000004801263,TUR,2.0,15.42,19.0,2,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,444.3138,410.8194,466.9029,445.0927,434.9665
1263,TUR7920000TUR00191079200000004801264,TUR,1.0,16.25,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,406.9248,401.4722,399.9143,403.809,392.9039
1264,TUR7920000TUR00191079200000004801265,TUR,1.0,16.0,19.0,2,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,452.1031,417.8299,417.8299,493.3868,459.8925
1265,TUR7920000TUR00191079200000004801266,TUR,1.0,15.58,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,365.4853,397.4217,401.3164,372.4957,393.527
1266,TUR7920000TUR00191079200000004801267,TUR,1.0,15.92,19.0,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,466.0461,477.7302,445.0148,424.7624,501.0983
1267,TUR7920000TUR00191079200000004801268,TUR,1.0,15.58,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,436.6802,396.9544,419.5435,432.0065,402.4069
1268,TUR7920000TUR00191079200000004801269,TUR,1.0,15.67,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,372.1841,415.8046,424.373,415.8046,353.4896
1269,TUR7920000TUR00191079200000004801270,TUR,1.0,16.25,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,417.8299,375.7673,393.6828,399.1354,410.0405
1270,TUR7920000TUR00191079200000004801271,TUR,2.0,15.75,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,452.181,546.4325,559.6744,530.8537,520.7275
1271,TUR7920000TUR00191079200000004801272,TUR,2.0,16.25,19.0,2,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,366.7316,391.6576,329.3426,372.1841,382.3103
1272,TUR7920000TUR00191079200000004801273,TUR,1.0,15.83,19.0,2,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,382.9335,445.2485,398.5122,386.0492,412.5331
1273,TUR7920000TUR00191079200000004801274,TUR,2.0,16.0,19.0,2,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,395.9417,381.9209,428.6571,421.6467,422.4256
1274,TUR7920000TUR00191079200000004801275,TUR,2.0,16.25,19.0,2,1.0,3.0,2.0,3.0,3.0,3.0,9.0,2.0,269.676,307.8439,328.8752,285.2547,289.1494
1275,TUR7920000TUR00191079200000004801276,TUR,1.0,15.58,19.0,2,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,445.4043,413.4678,424.373,417.3625,413.4678
1276,TUR7920000TUR00191079200000004801277,TUR,2.0,15.5,19.0,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,465.2672,485.5196,453.5831,510.4456,504.2141
1277,TUR7920000TUR00191079200000004801278,TUR,2.0,16.0,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,445.8716,399.1354,417.8299,391.346,403.0301
1278,TUR7920000TUR00191079200000004801279,TUR,1.0,16.25,19.0,2,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,523.6096,543.862,521.2728,533.7358,518.157
1279,TUR7920000TUR00191079200000004801280,TUR,2.0,15.67,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,446.5727,380.363,362.4474,385.8155,408.4047
1280,TUR7920000TUR00191079200000004801281,TUR,2.0,16.17,19.0,2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,498.9173,506.7067,460.7493,427.255,446.7285
1281,TUR7920000TUR00191079200000004801282,TUR,2.0,16.17,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,531.399,497.1257,520.4938,518.936,522.0517
1282,TUR7920000TUR00191079200000004801283,TUR,1.0,15.67,19.0,2,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,437.1475,404.4322,430.1371,435.5897,424.6845
1283,TUR7920000TUR00191079200000004801284,TUR,1.0,16.08,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,333.0815,312.8291,386.0492,329.9657,268.4297
1284,TUR7920000TUR00191079200000004801285,TUR,2.0,15.58,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,404.51,388.9313,296.2377,394.3839,383.4787
1285,TUR7920000TUR00191079200000004801286,TUR,2.0,15.42,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,388.1524,439.5622,395.1628,435.6675,420.0888
1286,TUR7920000TUR00191079200000004801287,TUR,1.0,16.17,19.0,2,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,338.2225,369.38,294.602,370.1589,368.601
1287,TUR7920000TUR00191079200000004801288,TUR,2.0,15.58,19.0,2,1.0,1.0,2.0,9.0,1.0,3.0,3.0,1.0,427.0213,378.7272,391.1902,444.9369,414.5583
1288,TUR7920000TUR00191079200000004801289,TUR,1.0,16.25,19.0,2,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,516.6771,507.3298,509.6666,511.2245,487.8564
1289,TUR7920000TUR00191079200000004801290,TUR,2.0,16.25,19.0,2,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,381.6093,402.6406,440.8085,441.5875,372.262
1290,TUR7920000TUR00191079200000004801291,TUR,2.0,15.5,19.0,2,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,447.4295,431.0718,424.8403,467.6819,448.9874
1291,TUR7920000TUR00191079200000004801292,TUR,2.0,15.33,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,500.9425,490.8163,468.2271,480.6901,479.1323
1292,TUR7920000TUR00191079200000004801293,TUR,1.0,15.92,19.0,2,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,397.4996,349.2055,364.7842,329.732,367.9
1293,TUR7920000TUR00361079200000004901294,TUR,2.0,16.25,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,423.2824,413.1563,372.6515,360.1885,434.9665
1294,TUR7920000TUR00361079200000004901295,TUR,2.0,15.58,36.0,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,448.2084,487.1553,470.7976,474.6923,433.4086
1295,TUR7920000TUR00361079200000004901296,TUR,1.0,16.08,36.0,1,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,416.6615,420.5562,383.1672,408.8721,402.6406
1296,TUR7920000TUR00361079200000004901297,TUR,2.0,16.25,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,388.1524,424.7624,404.51,386.5945,419.3099
1297,TUR7920000TUR00361079200000004901298,TUR,2.0,16.17,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,350.6855,359.2538,360.8117,389.6323,377.9483
1298,TUR7920000TUR00361079200000004901299,TUR,2.0,16.0,36.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,466.2019,467.7598,446.7285,432.7076,449.0653
1299,TUR7920000TUR00361079200000004901300,TUR,2.0,16.08,36.0,1,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,352.9444,416.0383,391.8913,391.1123,377.0914
1300,TUR7920000TUR00361079200000004901301,TUR,1.0,16.17,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,365.6411,383.5566,421.7246,336.0414,417.8299
1301,TUR7920000TUR00361079200000004901302,TUR,2.0,15.92,36.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,371.7168,341.3382,434.0318,364.7063,416.8952
1302,TUR7920000TUR00361079200000004901303,TUR,1.0,15.92,36.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,366.3421,383.4787,344.5319,380.363,399.0575
1303,TUR7920000TUR00361079200000004901304,TUR,2.0,15.67,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,322.7216,311.8165,332.0689,283.7747,281.4379
1304,TUR7920000TUR00361079200000004901305,TUR,1.0,15.92,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,393.6049,457.4778,465.2672,429.436,443.4569
1305,TUR7920000TUR00361079200000004901306,TUR,2.0,15.75,36.0,1,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,314.8543,389.6323,356.138,353.8012,332.7699
1306,TUR7920000TUR00361079200000004901307,TUR,2.0,15.92,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,410.43,405.7563,357.4622,370.7042,428.3455
1307,TUR7920000TUR00361079200000004901308,TUR,1.0,15.58,36.0,1,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,336.7425,346.8687,330.511,338.3004,355.437
1308,TUR7920000TUR00361079200000004901309,TUR,2.0,16.08,36.0,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,384.3356,371.0936,302.5471,371.8726,389.7881
1309,TUR7920000TUR00361079200000004901310,TUR,1.0,15.75,36.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,364.239,393.0597,378.2599,421.1014,342.4287
1310,TUR7920000TUR00361079200000004901311,TUR,1.0,15.75,36.0,1,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,348.6602,330.7447,356.4496,349.4392,378.2599
1311,TUR7920000TUR00361079200000004901312,TUR,1.0,15.5,36.0,1,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,320.3069,371.7168,363.1485,368.601,295.3809
1312,TUR7920000TUR00031079200000005001313,TUR,2.0,15.42,3.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,536.9294,467.604,427.0992,510.4456,492.53
1313,TUR7920000TUR00031079200000005001314,TUR,1.0,15.33,3.0,3,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,335.1067,316.4122,326.5384,308.6228,270.4549
1314,TUR7920000TUR00031079200000005001315,TUR,2.0,16.08,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,275.2843,334.4836,314.2312,322.7995,337.5993
1315,TUR7920000TUR00031079200000005001316,TUR,1.0,15.75,3.0,3,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,386.984,408.7942,352.7107,365.1737,401.0048
1316,TUR7920000TUR00031079200000005001317,TUR,1.0,15.92,3.0,3,9.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,416.5836,376.8578,429.8255,395.5523,393.9944
1317,TUR7920000TUR00031079200000005001318,TUR,2.0,15.42,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,339.5467,309.1681,317.7364,402.6406,221.9271
1318,TUR7920000TUR00031079200000005001319,TUR,2.0,16.25,3.0,3,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,446.4948,463.6314,499.4625,485.4417,501.7993
1319,TUR7920000TUR00031079200000005001320,TUR,2.0,15.92,3.0,3,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,381.843,357.6959,404.4322,296.1598,402.0953
1320,TUR7920000TUR00031079200000005001321,TUR,1.0,15.67,3.0,3,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,494.8668,496.4247,502.6562,475.3934,530.6979
1321,TUR7920000TUR00031079200000005001322,TUR,1.0,15.42,3.0,3,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,281.36,328.8752,297.7177,324.2016,314.0754
1322,TUR7920000TUR00031079200000005001323,TUR,2.0,15.58,3.0,3,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,339.9361,399.9143,374.2094,362.5253,378.1041
1323,TUR7920000TUR00031079200000005001324,TUR,2.0,15.42,3.0,3,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,318.2817,300.3661,308.9344,228.7038,379.8177
1324,TUR7920000TUR00031079200000005001325,TUR,1.0,16.25,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,358.3969,363.0706,369.3021,358.3969,335.0288
1325,TUR7920000TUR00031079200000005001326,TUR,2.0,15.42,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,416.8952,381.843,396.6428,372.4957,381.064
1326,TUR7920000TUR00031079200000005001327,TUR,2.0,15.83,3.0,3,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,373.9757,410.5858,402.0174,361.5127,417.5962
1327,TUR7920000TUR00031079200000005001328,TUR,1.0,16.25,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,412.3773,385.1145,403.0301,460.6714,413.9352
1328,TUR7920000TUR00031079200000005001329,TUR,1.0,15.67,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,367.8221,374.0536,372.4957,376.3904,346.7908
1329,TUR7920000TUR00031079200000005001330,TUR,1.0,15.33,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,396.9544,417.9857,382.9335,397.7333,440.5749
1330,TUR7920000TUR00031079200000005001331,TUR,2.0,16.17,3.0,3,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,375.5336,359.1759,342.0393,359.9548,363.8495
1331,TUR7920000TUR00031079200000005001332,TUR,2.0,15.92,3.0,3,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,336.6646,410.6637,384.9587,399.7585,402.0953
1332,TUR7920000TUR00031079200000005001333,TUR,1.0,15.5,3.0,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,265.9371,226.2112,232.4427,299.4314,240.2321
1333,TUR7920000TUR00031079200000005001334,TUR,1.0,15.42,3.0,3,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,392.5144,378.4935,425.2298,373.8199,355.1254
1334,TUR7920000TUR00031079200000005001335,TUR,2.0,16.08,3.0,3,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,364.1611,378.9609,396.0975,378.9609,371.9505
1335,TUR7920000TUR00031079200000005001336,TUR,1.0,15.58,3.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,257.2909,255.733,271.3117,321.1637,294.6799
1336,TUR7920000TUR00031079200000005001337,TUR,1.0,15.83,3.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,348.4265,370.2368,337.5214,337.5214,362.4474
1337,TUR7920000TUR00031079200000005001338,TUR,2.0,15.75,3.0,3,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,377.3251,447.4295,404.5879,399.1354,400.6933
